id,comentario
2104,esta nueva actualización no me permite ingresar a mi cuenta a quien se le ocurre realizar una actualización en plena pandemia y cuarentena y poner dificultades para ingresar a nuestras cuentas pidiéndonos una código de confirmación que nunca llega a tu correo o llega cuando tu tiempo a expirado esta aplicación le utilizaba para realizar todos mis pagos ahora no puedo e tenido que transferir mi dinero a otro banco para realizar mis pagos por su aplicación
2105,"hace dos días la app presenta problemas, no me permite ingresar, sale el mensaje de que se encuentra en mantenimiento, solucionen eso urgente. se entiende de que la app es para no visitar una agencia ps obliga a hacer las largas colas para hacer una transferencia. pesima atención."
2106,Alguien más presenta el problema de cuando entran a la app no apertura y se cierra cada actualización termina siendo peor que la anterior ya desactive todo y nada de verdad que feo esta la fecha no puedan mejorar la falla qué están teniendo en todos los dispositivos osea ahora no puedo hacer transferencias por que llamo y ni una solución me dan no qué tengo que esperar la nueva actualización osea mientras tanto no trasferencia mi dinero que burla es esta para con los nosotros los clientes
2107,Malísima la aplicación siguen con los mismo errores no entra ala aplicación. se nota que no les importa nada su aplicación y no trabajan en sus errores que decepción la aplicación. Ningun estrella se merece pero solo por publicarle tuve que poner * .
2108,"Llevo 4 días tratando de actualizar la app y no llega a cargar al 100 % , es una pena que se obligue actualizar la app y para colmo en vez de causar mejoras en el sistema solo los vuelve peor , se cae el sistema a cada rato sobre todo por las noches y no que decir sábados y domingos ..."
2109,"Mi celular no puede abrir el aplicativo. Ya actualize la aplicación, ya desinstale e instale denuebo y sigo con el problema. Que hago? Bcp me respondió, en cuestión de minutos, después de publicar el comentario, dicen que su hay un bug sistémico específico ñ, y que gradualmente van a liberar una nueva actualización que resolverá el problema."
2110,"Completamente horrible la actualización, la versión anterior estaba mucho mejor. Recién actualicé la app y apesar de que varias personas me dijeron que no lo haga, pensé que no fallaría tanto pero me choco con la realidad. No sirve su actualización."
2111,"Esta aplicación todo el tiempo tiene errores así como sus transacciones, trabajo haciendo cobros con tarjeta y el que falla es el bcp, cobramos 1 vez, hay veces que le sale que le cobraron doble en la aplicación del cliente es un dolor de cabeza y trae demoras."
2112,"Quise actualizar el app y no se podía, lo desinstalé y traté de instalar de nuevo y nada se queda en 78 %, y si tengo como 10gb de espacio Hace días me pidió actualización, y nada, desinstale el app y ahora no puedo instalar, tengo 8gb de espacio libre he seguido todas las sugerencias y no se puede instalar 31 de julio 2022"
2113,"El mismo problema q todos ... mi app dejo de funcionar, al abrir sale el logo del BCP y luego se cierra, ya reinstale 10 veces y no funciona, como tengo token digital tampoco puedo usar la web pq me pide el token ... en resumen un funciona la banca digital, tendré q ir a la agencia para las transacciones, tuve q migrar todos mis pagos al Scotiabank."
2114,"Actualice la aplicacion y ahora se cierra sola, elimine y volvi a instalar y sigue sin abrir. Normalmente desactivo las actualizaciones para evitar estos problemas pero ya no me dejaba pasar de la actualizacion y pasa esto."
2115,Actualize y ahora no quiere llegarme el código de validación para poder ingresar ... No sé si está saturado o está malo está nueva actualización ..espero mejore ... La anterior estaba mucho mejor ... Desde ayer está que no quiere entrar y no es solo en mi celular es en varios por qué en los de mis amigos tampoco quiere ... Esta raro ...
2116,"Pésima aplicación. Una de las peores aplicaciones, con muchas caídas de sistema, poca disponibilidad de servicio. Tenía que hacer un pago urgente y no puedo entrar a la aplicación porque no hay servicio. Tengo que esperar hasta DIAS para que todo vuelva a la normalidad. Malísimo"
2117,"Esta aplicación me trajo más problemas, ni siquiera puedo entrar, carga y carga y al final dice error porque hay problemas de conexión, por favor señores del BCP están generando muchas molestias y contratiempos en estas cosas, en este estado de emergencia debe de haber mayor facilidades."
2118,"Terriblemente mal, inestable, complicada, nada intuitiva. Lo tengo que usar porque no queda de otra es un mal necesario, de seguro los programadores no tienen cuenta en BCP. Porque no se copian la filosofía del app de Interbank?"
2119,"La ultima actualización es pésima, se demora bastante en cargar la informacion de las cuentas y se cuelga a cada rato, solucionen esto por favor Actualizado 11/10/21, pésima la última actualización, por favor lanzar nuevas versiones cuando tengan la seguridad que funcionan..."
2120,"Peor que peor, no sirve, el tiempo de respuesta es leeeeento, al tratar de registrar la tarjeta no envía el código a tiempo y vence la sesión, y sino al registrar la clave telefónica da error, un fracaso está actualización, antes trabajaba mejor, trabajen en cambiarla, para que hacen un app y uno tiene que ir a cada rato al banco para solucionar?ik"
2121,"He instalado, y desinstalado la aplicación varias veces y no puedo usarla, la anterior aplicación era mejor, lo peor que ni me contesta en el banco Al final de mucho intentar pude poner mi numero de tarjeta y el DNi, ahora ingreso mi clave mi sale error ""ME-0428 vuelva intentarlo"" la verdad que si pudiera darle menos cero se los daria, busquen una solución rápida"
2122,"Pésimo!, al parecer la app no funciona o algo por el estilo ya que se demora una eternidad en cargar y para que al final me salga un mensaje de error y que lo vuelva a intentar y así sucesivamente, hagan algo, por lo visto no soy el único con el mismo problema."
2123,No se puede entrar a la aplicación sale el anuncio nuestro equipo está trabajando para solucionarlo danos unos minutos e intentalo de nuevo.. Ya van 2 meses así... Hasta cuando no van a arreglar la app es un porquería la última actualización agan algo... Tengo un Sony expira.
2124,"Sinceramente cada día va de mal a peor,no te permite hacer transferencia ,todo el tiempo para actualizando ,ya nada es seguro, cualquier rato se adueñan de tu plata ,ya nada es seguro al actualizar cada corto tiempo ,el sistema mismo pueda aver vaceo de cuentas ya nada es seguro ,espero por lo menos responden ala incomodidad de cada usuario"
2125,"Le pondria 0 estrellas pero no se puede. Llevo todo el dia queriendo pagar mis servicios con la app y no me permite, reparen la basura de app que tienen, son el peor banco. El unico beneficio que he obtenido hasta ahora de ustedes es que puedo pagar sin usar efectivo (y eso....). Malisimo."
2126,"La aplicación me pide poner un bloqueo al teléfono en sí, antes , yo por seguridad le puse un bloqueo a la misma aplicación. Si ya tiene su pantalla de bloqueo , que tanto le importa si tengo que ponerle una pantalla de bloqueo al celular , solo me retrasa al querer usar el teléfono, no le veo sentido. Maldita aplicación."
2127,"Pésima actualización, dejo de ser práctica porque ya no se ven todos tus estados de cuenta desde el inicio. Además no permite ponerle nombre a las cuentas que uno maneja y sale error cuando intentas eliminar una cuenta de los favoritos"
2128,"Pensé que era la única o que estaba sufriendo de alguna interferencia, pero mi también se me pone la pantalla negra y minimiza la pantalla por más que limpie y reinicie el celular, solucionen eso porque no se puede hacer transferencias por el celular y es de urgencia."
2129,"Son unas ratas! Ladrones de primera... NUNCA han cobrado mantenimiento de tarjetas y de buenas a primeras como de seguro les falta dinero, comienzan a sacar ""mantenimiento"" de 10 soles de una cuenta de ahorros! Por eso siempre los catalogan como el peor de todos los bancos"
2130,"Desde que la actualizaron la aplicación está inservible, es difícil entrar carga y carga ... Y si entras se demora demasiado en hacer algún pago, o aveces ni siquiera se puede hacer por qué te sale *error* y te vota de la app, arregle la como estaba antes .... 🙏"
2131,"Leyendo las quejas veo que no funciona app ni web por WiFi o con ciertos operadores, he tenido que entrar con otra red. Solucionen ya! Hace una semana que no se puede ingresar a su app. Veo varios reclamos y no hacen nada. Pero para robar sí son rápidos."
2132,"Esta nueva actualización no merece ninguna estrella, no permite abrir el app y si lo habre so se puede una vez en el dia...me hace perder el tiempo, yo eh usado frecuentemente la banca movil pues recibo y hago transferencias, pero ahora no me permite hacerlo...si continua así tendré que cambiar de banco"
2133,Le doy 1 estrella por que siendo un banco muy grande no pueden implementar mejoras en la banca movil como lo ase el BBVA continental que tiene acceso son huella o reconocimiento facial y no necesariamente poner la clave para ingresar otra cosa esq te cobran por todo asta aser una transferencia imterbancaria cuando otros bancos no cobran tanto y siendo mi propia cuenta osea es ineficiente tanto en yape y su banca movil
2134,Esta última actualización es un asco total. Imposible que en vez de mejorar malogren su propia app. Deberían despedir a la persona que hizo estos cambios ya que nunca abre el app. Se cierra solo y siempre para en mantenimiento
2135,Recargue el celular de alguien y me salia error y intente 3 veces y me salia error al final me salen descontando 3 veces las recargas osea falla su apk deberían mejorar así tmb me salia error para hacer una transferencia y esto no puede ser posible que tal si transfiero doble a una persona que derepente es por una compra pasajera se quedaría con mi dinero arreglen eso por favor sino voy a tener que trabajar con otro banco que sea más confiable 🤬😡😡😡
2136,"La app no funciona correctamente se abre y cierra Y para rematar cuando deseo realizar alguna transferencia me piden token físico cuando nunca lo he solicitado y tampoco me lo han ofrecido Cada la aplicación es una porquería no sirve y cuando vas a Asus instalaciones no son capaces de hacer nada, porque no saben No te dan solución más pierdes tu tiempo"
2137,"Que horrible se ha puesto esta aplicación, lonuso hace años, con las actualizaciones son una perdida de tiempo y dinero, uno necesita urgente hacer transacciones y te salen con actualizar, encima luego se paraliza todo y no te deja hacer nada."
2138,"Alguien puede apoyarme pf, me indicaron q con la actualizacion de 2 de noviembre se solucionaria el problema pero aun persiste, pongo mi tarjeta, clave, codigo de validacion y me salta ¡ocurrió un problema! Ya llevo casi 2 semanas sin poder entrar a la aplic"
2139,"Hola, no puedo abrir la app y me dice que me comunique con el soporte. Voy al soporte y no entiende mi consulta ya que es un chat bot. Reinstalo la app y sigue dando el mismo problema... Por favor, necesito una solución dado que en mis tarjetas esta desactivado el modo compras por Internet y necesito hacer la compra de un pasaje para viajar esta semana."
2140,"Ya no puedo transferir con el lector de huella de mi celular!!!! Arreglen eso!!! Me sale que no está configurado pero si lo está, he vuelto a instalar la app y ahora ni si quiera me sale la opción de huella al intentar hacer una transferencia!!! Arréglenlo por favor!!!!"
2141,"Lo siento pero la odio bastante! Se actualiza y yo pienso que habran cambios mayores para la velocidad, aspecto, etc Pero no! No modifican apsolutamente nada Además que se tarda medio siglo para cargar la página principal! Yo le doy 1 estrella 😠😡"
2142,"Pésima aplicación, la actualización malogro completamente el uso de la app, la antigua funcionaba a la perfección y no entiendo por qué lo actualizaron para que ahora pare mandando errores, decepción por parte del BCP, si sigue fallando la aplicación tendré que cambiar de banco."
2143,"Todo estaba bien con la aplicación hasta esta última actualización, que sale ""ocurrio un problema, estamos trabajando para solucionarlo"" y esto sucede a cada rato y todos los dias, deben solucionar eso y no solo a mi también a todos mis conocidos le sucede lo mismo por actualizar la APP"
2144,"Una tontería ir al banco a solicitar una clave token para transferencias sabiendo que estamos en plena pandemia. Además, para descargar la app en otro celular y registrarte te piden el código de validación que tarda casi una hora en llegar, luego cuando intentas ingresar el bendito código resulta que ya expiró y se debe solicitar otro. ¡Pésimo!"
2145,"La peor aplicacion desde siempre. Gracias bcp en lugar de mejorar con el tiempo, retrocedes. Supuestamente con las actualizaciones deben venir mejoras, pero en tu caso es todo lo contrario. Que lástima."
2146,Muy mal. Solo logré ingresar una vez y luego no. Me pide volver ingresar mis datos. Un fiasco. Retiren el aplicativo porque ni funciona y pierdes tiempo. Veo que hay muchas quejas y malas puntuaciones. Corrijan su error o si no Retiren el aplicativo porque en lo que ustedes fallan otros bancos hacen un buen trabajo.
2147,"Por qué siempre que actualizan una nueva versión lo hacen tan mal??, deberían pagarle o contratar otros desarrolladores con el dinero que se manejan. Primero interbank y ahora bcp... no me deja entrar con la nueva actualización, me dice error de clave en cada intento..."
2148,"Han hecho una nueva actualizaciones el día de ayer 29 de mayo y te to problemas para ingresar,dice clave incorrecta a cada momento y cuando entro desde mi PC si puedo entrar, por la aplicación también entre con la nueva actualización ,pero hay muchas fallas"
2149,"Es la peor porqueria de app, lenta en un galaxy s22 ultra? La app pareciera que hace una búsqueda de todo el teléfono, hace que se recaliente. Lo que no comprendo es porque tiene que asociarla con otra cuenta que poseo. Es la peor experiencia, tengan cuidado con esta app."
2150,"La primera vez que inicio sesión funciona, pero cuando cierro sesión y luego quiero volver a entrar me dice que dígito mal mi clave, no es la primera vez que me pasa, pensé que lo habían solucionado, espero por favor puedan ayudarme ya que me es muy útil tener esta aplicación de bcp."
2151,"Revisen los comentarios la actuación ni trae mejoras no permite realizar modificaciones de preferencia de tarjeta, tocó está como un menú lo que funciona en android no lo puede aplicar en una sola aplicación del BCP no es dinámico aburre entrar en cada opción cuando Narea estaba disponible en una lado izquierdo todo, coordinar en su área y modifiquen la actualización está pésima revisen los comentarios."
2152,No sirve para nada Malas no se puede actualizar Y no se porque si no sirve para 🤷 nada De mal en peor No se porque a que le llamn actualizar si ni siquiera lo hace van de mal en peor BCP QUE LASTIMA Hay mejores appstore Ni puedo hacer transferencia Alguna me han hecho retrasar y retroceder lastima de banco 🤔 quería mi token digital y tampoco puedo hacerlo yo no se que están avanzando o entorpeciendo a los clientes y encima quieren que les pongan estrellas 🌟 !
2153,Su actualización es una porquería perdida de tiempo casi 30 min llenando sus espacios y media hora más para el código de validación y cuando lo pongo ya expiró en serio se esmeran en hacer tener cólera a 1 o es algo que les sale así no más! Pésimo pésimo servicio
2154,"Con cada actualización que hacen la aplicación va en caída libre, no sirve para nada. Te hacen descargar una versión de manera obligatoria, que ni siquiera llega a completarse, por favor arreglen ese error urgente. No acaba nunca la descarga... qué es lo que está ocurriendo?"
2155,"Su tontería de aplicativo ya tiene 1 semana que no funciona, el colmo de todo es que su pagina de ingresando por una PC esta igual de no poder ingresar, osea no hay manera de ingresar a ver tu cuenta o realizar alguna transacción o algo ya que nada les funciona. Pésimo servicio."
2156,Pésima app. La versión anterior era mejor. Esta se para colgando y a cada momento piden disculpas cuando no funciona. Uno necesita hacer sus operaciones tranquilo desde el celular y no se puede. Se pierde demasiado tiempo.
2157,"Antes estaba buena la aplicación , pero con la última actualización malogrsron todo totalmente Antes cuando uno hacia una transferencia el token aparecía automáticamente sin necesidad de escribir , ahora es al contrario y para buscar el token tienes que salir de la aplicación y poner en token y recien sabes cual es Pésimo enserio , MALOGRARON TODO EL APPS"
2158,"Intento abrir mi cuenta bcp por internet y me pide configurar mis preguntas de seguridad, una vez hecho me pide mi clave de Internet y cuando lo hago sale que hubo un error en el token. Quiero abrir mi cuenta bcp por internet en vez de perder mi tiempo configurando preguntas irrelevantes de seguridad que no pedí. Además, no puedo instalar la app desde mi Samsung J2 Prime, solo desde el Huawei 2017 cuando antes podía instalar la app desde ambos dispositivos móviles. Pésima actualización de la app"
2159,Por favor no se que esta pasando con esta aplicación no puedo entrar a la aplicación quiero hacer transferencias y no puedo tengan la amabilidad de mejorar y que excelente yo no se como pueden crear un aplicativo si no va afunciar muy bien es pésima y si ingresa se sale y no no puedo capturar la transferencia de pago q mal feo aplicativo
2160,"Bueno he visto tantos comentarios, y a mi parecer yo no he tenido ninguna dificultad con esta aplicación, claro esta que debe de tener algún error como todas las aplicaciones, claro esta que no a todos nos va bien, pero espero de corazón que sigan trabajando los técnicos para que la aplicación funcione bien y no haya mas dificultad, es mi humilde opinión. Bendiciones"
2161,"con la última actualización no se puede ingresar, se cierra a penas se abre la aplicación, he desinstalado la aplicación y la he vuelto a instalar y nada, también he descargado en otro equipo y nada, antes estaba mejor, creo que la Pandemia he hecho mal al BCP ya no lo recomiendo para nada"
2162,"Se cuelga a casa rato. Lo peor que no tiene la posibilidad de colocar el número de tarjeta uno mismo. En la anterior versión te daban la opción de recordar el número de la tarjeta o colocarla cada vez que ingresabas a la aplicación. Como método se seguridad muchos aprendimos nuestro número de tarjeta y la colocábamos al ingresar. En esta ya no puedes hacerlo y solo debes ingresar la clave Internet. Además, el toquen digital está muy expuesto... deberían permitir una clave para accesar a ella."
2163,"Ya cansan, tuve que acrualizar la app porque no dejan de otra y ahora esta peor que antes! no abre, no se ve los numeros para la clave, se cierra. En serio no pueden dejar la aplicación tranquila?? lo malogran más pareciera que no leen que muchos nos quejamos"
2164,"Hola sres del bcp hoy 16/02/2021,entre a la aplicación para realizar un transferencia y al entrar favoritos me di con la sorpresa que no había ni una grabada,luego transferí a un a CTA y la grabé como favoritos y al rato vuelvo a entrar y no estaba necesito una explicación sobre este caso."
2165,"Me parecía un buena app, pero con la última actualización, a pesar de que se puede escribir en la casilla de comentarios antes de realizar la transferencia, estos no aparecen cuando se descarga el voucher respectivo. Una lástima."
2166,"Esta app la verdad no sirve para nada, no se puede hacer la activación del token con el reconocimiento facial sale ""colocate en un lugar con iluminación y no te cubras la cara"" me he puesto hasta debajo de un foco para ver si así funciona y nada. Y no me digan que lo reporte al FB o que sé yo porque nisiquiera por WhatsApp ni por llamada te ayudan. Pésimo servicio la verdad"
2167,"Pésima actualización, demora demasiado en cargar al obtener sesión, mostrar cuentas (encima carga ofertas que no solicité, muy invasivo) y movimientos. Hice una transferencia y no me mostró la pantalla final para compartir el comprobante."
2168,"Mal, hoy me dispuse a entrar a la aplicación por banca movil y me sale que mi tarjeta esta bloqueada, usé la misma clave de siempre pero sale ese error cuando todo a estado normal, me piden que llame y cuando llamo no entra la llamada, deja mucho que desear el servicio. Antes de dejar este comentario he visto que otros usuarios presentan el mismo inconveniente por lo que no soy el único al que le pase de este modo."
2169,"Estuve usando la app de maravillas hasta el día de ayer, pero quise entrar para hacer transacciones como siempre y ya no puedo, la pantalla se pone color negro. ARREGLEN ESO YAAAA!! Porque la aplicación funcionaba muy bien"
2170,"Es una porquería esta actualización, estoy tratando de actualizarla hace un mes y no puedo, me ha hecho borrar casi todas mis aplicaciones pensando que es el espacio de mi celular pero no es eso. Es la app del BCP, no entiendo xk lo actualizan para que después no se pueda instalar. Que decepcionante la verdad."
2171,"Nose porque no seleccionan mejor a su personal encargado de las actualizaciones, es una vergüenza leer todos los comentarios solo quejándose de la nueva actualización. En lo personal no me deja ingresar, me dice que la tarjeta no tiene clave virtual y para colmo la app se abre inesperadamente en muchas ocaciones."
2172,"Las versiones anteriores eran mejores.. Mas fáciles y rápidas para ingresar,.. La última version tarda mucho para ingresar.. Srs. Bcp... Esta plataforma es para hacer gestiones financiareras.. No para entretenimiento.... No se por que la hacen más ""pesada """
2173,"Antes cuando se realizaba pagos o tranferencia por la app,se ponía algún motivo en la descripción y aparecía en la constancia instantánea y en el correo de información, dejaba llevar un buen control ,es necesario que vuelva aparecer A veces se necesita consultar motivos del pago porque concepto 🤷 Pésimo que lo quiten ya ni en los correos aparece"
2174,"Tengo Mb tengo Wi-fi, aún así no puedo Realizar la actualización, Trabajo constantemente con Bcp, y siempre tiene los mismos problemas o están en mantenimiento 3 días o te obligan a actualizar y no tiene ni mejoras está peor.. MUY MALA APP !!!!👎👎👎"
2175,"Que fe actualización, literal no puedo ingresar... ya que la pestaña del donde se pone el dni o ah saber que hay ai. Por que el maldito icono de iniciar justamente esta encima de esas pestañas. Mas buggeada esa app, por favor solución y despidan al que lo diseño y programo. Sobretodo en este nuevo menú para iniciar sesión."
2176,"Carajos no puedo entrar a mi tarjeta, primero por que al momento de recibir el codigo, este tarda como 10 minutos en llegar al correo y en la app se cierra sesion, es un bucle hasta ahora no puedo acceder a la banca por la app, arreglen eso por favor es muy molesto eso"
2177,"La peor app de banco, siempre presenta errores, tengo 15 días que no puedo hacer transferencia por el app, ingreso por la web para hacer transferencias y me bloquean esa opción. Le doy una estrella porque no se puede dar menos para escribir opinión. Por. Favor mejoren ya que ustedes cómo entidad bancaria prestan un servicio y el que prestan no es para nada satisfactorio"
2178,"Pésima actualización, algunas opciones han desaparecido, la anterior Funcionaba muy bien y eso es lo que se requiere FUNCIONALIDAD, de que sirve mucho dibujito y colorcito si no es efectiva, regresen a la anterior urgenteee ¡¡¡¡"
2179,"Ya va más de un mes que no arreglan el problema del token digital, esto es inadmisible ya que la función de esta app es poder hacer nuestras transacciones más rápido. Por favor arreglar esto lo antes posible ya que instale la última actualización y el problema sigue."
2180,"Me gustaba la aplicación pero la nueva actualización no me da confianza.. No me gusta que quede guardado el número de mi tarjeta ahí, yo no tenia problema en ponerla cada que iba a iniciar.. Ahora me da inseguridad. Por favor poner la opción de no recordar y esto que no afecte el hecho de tener el Token"
2181,"Malisima la actualización le pongo una estrella porque no se puede calificar con cero, cada 1 de 10 puedo hacer las transacciones luego me dicen que use token físico o que actualice la fecha cuando la fecha está bien espero que den con una buena solución pronto"
2182,"Intento loguearme , pero cuando llego a la opción de escoger el método de verificación no me aparece nada , ni seleccionar sms ni llamada y si quiero avanzar no me lo permite , supuestamente la última versión es la mejor, pero no es así realmente."
2183,"La aplicación consume toda la batería del Galaxy S23! No la abro nunca y aún así consume en segundo plano un montón (en una noche estuvo activada en segundo plano por 5h, en plena madrugada). Dejaría adjunto algunas capturas pero no me deja. Ya borré el app, no puedo más."
2184,"Le pongo 2 estrellas ya que en la nueva actualización ya no puedo entrar, de por si la app es súper útil, pero en la última actualización se salió todo de control, se cierra y ahora me sale que debo actualizar entro a Play Store y me dice que ya esta actualizado llevo como 20 min tratando de entrar y nada :/"
2185,"En su próxima actualización deben incluir el escaneo de huella dactilar para así facilitar mas rápido su interacción al entrar la app, en toda la perspectiva como los menus y otros accesos directos, ddtoy absolutamente conforme con todo sus estructuras de la app BCP."
2186,"Sin animo de ofender pero es la aplicacion mas asquerosa, en cada operacion me sale error error error sin contar que demora en cargar una eternidad en cada paso en las operaciones tan simples como una recarga, me toma mas de 6 HORAS porque en todo sale error y en serio estresa, tanto dinero para una aplicacion tan bajo en serio, son un banco, mejoren su servicio."
2187,"La app es un DOLOR DE CABEZA. Salen errores de sesión, de conexión a internet y demora demasiado en mostrar esos mensajes. No hay quien ayude ni el telefono funciona, ni en el chat del banco, ni en twitter responden. PÉSIMO!"
2188,Leí otras opiniones de usuarios BCP...lamentables experiencias...a mi me funciona bien «AHORA» pero cuando la instalé al inicio cuando la actualizaron...me quedé pálido pues ni quería abrir...luego se cerraba....luego me pidió otros datos y abrió. La tuve que reinstalar... al otro día...me llegó una actualización del sistema en mi Huawei Mate...y desde ahí funciona oportunamente.
2189,"Este pobre banco, tengo doble nacionalidad, Venezuela puede el país con la peor crisis, pero sus bancos si ofrecían excelente servicio rápido, todo cara e kulo pero rápido que es lo que a uno le interesa, fluidez y este a pesar de ser un banco de supuesto prestigió, n jd con esta aplicación tan balurda crj el banco se echo la peor influencia en el mercado, que porquería. Desde que instale la app no me a dejado ingresar a mi cuenta por un error. Mala muy pero muy mala."
2190,"La aplicación no está preparada para fechas críticas, es decir fines de mes o días festivos. Estos días son cuando más gente usamos la app, no funciona para nada. Sus cajeros de igual manera están sin dinero. Mejorar en todo, llevan años en esto ya deben estar preparados para miles de transacciones."
2191,"No es posible que si no actualizo la aplicación no me permita ingresar, no pueden estar queriendo actualizar en tiempos tan cortos, si es así no me sirve la app y la desinstalare de mi dispositivo, no tengo más espacio y no pienso desinstalar otras aplicaciones o comprar otro celular. Muchas gracias bcp por no brindar soluciones"
2192,No le doy ninguna estrella porque es pésima aplicacion primera vez que esto pasa en una aplicación no puede abrirse porque supuestamente hay muchos dispositivos afilidos y el equipo solo lo resetiee y es el mismo equipo mismo numero y todo que programador tan malo. Si esto pasa con nuestro Estados de cuentas sería el colmo. Ojo con esto que no es juego es nuestro dinero que ponen en juego con estos errores tan pesimos
2193,"Desde la ultima actualización nonpuedo hacer transferencias interbancarias, lo desinstale y lo volvi a instalar y ahora ni abre... Una desgracia esta última actualización, si van a sacar algún cambio háganlo bien, es perdida de tiempo."
2194,"Pésimo no se por que cambian algo que funciona bien, parece que el BCP quiere que la gente regresé a los bancos a hacer largas colas y perder su tiempo. No funciona para nada la nueva versión. Si estás decidiendo en actualizar, NO LO HAGAS!!!!! El BCP es súper productivo para cobrar, pero quién nos paga el tiempo que perdemos con su servicios?"
2195,Que feo esta app ahora nose puede ni actualizar lo desinstale y solo carga hasta el 79% y se queda ahí y sale error porque mandan para actualizar y nose puede utilizar la app una emergencia para poder hacer una transferencia que feo. Malogram todo.
2196,"Soy el único que no puede hacer una transferencia interbancaria desde abril?? No sé que será pero desde ese mes cuando intento, me sale un avisa de que intente en 5 minutos. Y ya que ha pasado tanto, me da entender que bcp no da esa opción. Es más, solo te da la opción de interbancarias inmediatas pero tampoco funcionan"
2197,"Porfavor mejoren este app, no puedo hacer pagos. Cada vez que quiero hacer un pago sale un anuncio que dice fallo la sincronización, configure la fecha y hora en modo automático cuando ya está en modo automático. Es constante este problema. Porfavor solucionen este problema"
2198,Asta cuando van a resolver lo de la app q no se puede abrir y solo sale espere en unos minutos lo solucionamos y asta ahora. NO lo hacen desde q actualizaron la app está no sirve nunca me Avia fallado pero ahora no puedo abrir x q dice q es compatible con los smartphone con privilegios de rooot q esta pasando x favor bcp q no solucionan el problema para bie. De los usuarios q muchos podemos estar en riesgo nuestras cuentas x estar i tentando abrir de otra formas nuestras cuentas x favor
2199,"Hasta cuando presentará fallas para hacer una transferencia, se cierra automáticamente y no permite continuar el proceso. Deben darle prioridad a solucionar esto, ya que muchos de sus clientes trabajamos con el app"
2200,Definitivamente me gustaba más la versión anterior... Si estar marcando el nro de tarjeta frontal... Se pierde mucho tiempo así y ademas que casi siempre no te permite entrar!!! Para mí es un poco incómodo...
2201,"Muy mala app, falla constantemente. Hoy quize pagar mi teléfono por el app y no pude porque me pedía token físico y hasta donde yo se ahora es virtual y automático generado por el propio sistema de la app. Así que no pude pagar y me tuve que quedar sin teléfono por confiar en uns app que s todas luces no sirve"
2202,"Ultima actualización lo peor que pudieron hacer, 2 dias con problemas para ingresar, tengo que intentar 3 y 4 veces y en el mejor de los casos logro entrar de resto desisto, y no aparecen algunos pagos de servicios como Pagoefectivo, uso a diario pagos de ese servicio"
2203,"una porquería de app siempre qje hago operaciones se cierra la app o en todo caso dice: ocurrio un error la clásica, pero cuando reclamas por teléfono siempre te dicen 5 min de espera aproximadamente; sin embargo, luego de pasar los 5 minutos te cortan la llamada. O sea uno como idiota esperando para recibir esta mediocre atención y sinceramente con otros bancos no me ha pasado"
2204,"Si pudiera darle cero estrellas, lo haría. Pésima app, se cuelga cada cierto tiempo y viernes o sábados nunca se puede hacer una operación y encima en el banco nunca saben dar respuesta. Cambiaré de banco porque me cobran más impuesto y la ganancia por mantener mi dinero ahí es nada a comparación del cobro de mantenimiento."
2205,"No sirve para nada, quiero hacer un pago de servicio y siempre sale que a sucedido un error, la aplicación anterior nunca tuve ese problema, quiero a ser una transferencia y tengo que intentarlo como 10 veces para que recién se haga la transferencia, pesimo todo"
2206,Pésima pésima..! Muy mala no pude hacer ninguna transferencia peor lo domingo se cae por completo ...! Y te genera demasiado estres con su msj en automático: ( TENEMOS UB PROBLEMA CON EL SERVIDOR INTENTA EN UNOS MINUTOS ) no la descargen solo es una perdida de Tiempo..!
2207,"Quiero hacer transferencias y la aplicación ni abre, solo al colocar la contraseña sale ""hubo un error inténtelo de nuevo"" y en verdad me urge que solucionen y vuelvan a actualizar el App, ya que está última ""actualización, fué desactualizar todo. 👎🏻"
2208,Este actualización es una perdida de tiempo y dinero ya que no permite usar el app en mi actual dispositivo. Ahora tengo que comprar otro celular y para colmo ir al banco perder tiempo a ver caras molestas de todos los que trabajan allí y ver si me pueden atender. Una pena.
2209,"Demasiadooo lento, horrible!!!, es demasiado el tiempo de espera, para entrar a la app cargar un montón, para poder poner mi clave y que cargue la tecla segura carga otra vez, para acceder a mis datos otra carga, para todooooo, demasiado lento arreglen eso porfavor que estresaaa!! , bbva no es así, es super rápido 😠"
2210,"No se puede avanzar con los depósitos, siempre sale el mensaje ocurrió un error, la anterior aplicación generaba menos problemas y te envía mensaje comunicate con soporte técnico y no hay un numero para llamar por las fallas estresaaaaaaa"
2211,Pesimo. La actualizacion ha malogrado la funcionabilidad. Ya no es practico. No tiene logica cambiar interfase o agregar dibujos y sacrificar lo practico que era. Encima se cuelga ya no ingresa o te realiza doble operaciones. Pesimo todo
2212,"Hola tengo problemas con esta app, quiero abrir y me sale ocurrio un problema, y es lamentable que suceda esto con una empresa tan grande y no puedan darle solusión veo que no soy el único con este problema. Antes era la incopatibilidad del android compre un teléfono con una version de android reciente para activar la app y ahora surge este problema. ¿Qué pasa BCP no hay tecnologia suficiente para darle la solusión rápida e instantanea?"
2213,No se merece ni siquiera 1 estrella. Una porquería esta app. Si van a realizar una actualización por lo menos contraten a personal capacitado para este proceso. No se puede realizar ningun tipo de consulta. Llevo 2 días tratando de ingresar y nada de nada. PÉSIMA Muy mal por el BCP.
